"CD45RA","CD133","CD19","CD22","CD11b","CD4","CD8","CD34","Flt3","CD20","CXCR4","CD235ab","CD45","CD123","CD321","CD14","CD33","CD47","CD11c","CD7","CD15","CD16","CD44","CD38","CD13","CD3","CD61","CD117","CD49d","HLA-DR","CD64","CD41"
0.35315,0.10408,0.08301,0.0974,1.57914,0.14689,0.07134,0.12133,0.12229,0.03757,0.39377,0.35633,4.74367,0.21327,2.00762,0.23146,0.54995,1.95172,2.13303,0.04262,0.34503,0.13619,3.98866,1.62297,0.81592,0.26118,0.49214,0.02973,1.09638,2.06852,2.03235,0.47442
0.32341,0.10147,0.06097,0.06402,1.46843,0.12299,0.04793,0.14611,0.16625,0.02333,0.53359,0.35346,4.55637,0.30367,2.21317,0.15883,0.82974,2.11722,1.82243,0.06689,0.27764,0.11108,3.88609,1.99543,0.78539,0.30956,0.48507,0.03246,0.9556,1.65514,2.18099,0.37939
0.2789,0.02426,0.04092,0.03362,1.48953,0.12529,0.05283,0.07872,0.10239,0.0288,0.63119,0.26225,4.55355,0.32192,2.25116,0.13236,1.23119,2.29507,1.8821,0.02207,0.14339,0.08138,3.93121,2.32737,0.57626,0.24027,0.28965,0.01381,0.61812,1.20666,1.96253,0.23996
0.27721,0.01986,0.02004,0.03153,1.89031,0.1325,0.05169,0.07417,0.08873,0.00416,1.1178,0.2868,4.78737,0.9798,2.87878,0.13568,2.05678,2.87846,1.79626,0.00538,0.05334,0.04946,4.13741,2.89677,0.52655,0.20049,0.20663,0,0.41046,1.40768,1.91365,0.18682
0.21073,0,0.01432,0.07608,0.91847,0.20215,0,0.18837,0.23184,0.12354,1.87986,0.20602,4.6917,2.10606,2.56819,0.05676,1.07776,2.80973,1.37834,0,0.1117,0.02874,3.79656,3.03875,0.44435,0.16879,0.16685,0.03922,0.62836,2.75429,1.38149,0.28583
0.82779,0.06735,0.0499,0.08946,0.12294,0.34349,0.04736,0.24661,0.28657,0.03143,1.55807,0.5176,4.5528,4.08025,1.98466,0.03685,0.21559,3.62719,0.17272,0.09518,0.1046,0.08454,4.20662,2.44366,0.42773,0.16666,0.14429,0.01774,1.14328,4.0432,0.14012,0.24687
0.60974,0.06833,0.04021,0.12213,0.10143,0.1146,0.03556,1.373,0.33399,0.01918,1.94396,0.42369,3.91854,4.56697,1.90085,0.01986,0.25041,3.79101,0.17197,0.07608,0.14714,0.08824,4.3101,3.52288,0.39049,0.08815,0.08976,0.03377,0.97613,4.41933,0.10008,0.20733
0.40546,0.12218,0.12781,0.09388,0.18868,0.05371,0.01563,2.65514,0.30358,0.10528,1.38853,0.22556,3.53957,3.68341,2.0834,0.0082,0.17456,3.06203,0.2,0.08064,0.48644,0.16995,3.28918,3.6276,0.4084,0.20366,0.19543,0.27578,1.28775,3.76203,0.07398,0.32411
0.27529,0.20042,0.05511,0.11461,0.1271,0.076,0.07776,2.90132,0.22168,0.03118,0.89912,0.24341,3.51737,1.61101,3.00765,0.03378,0.28762,3.24336,0.25575,0.09802,0.40573,0.12549,3.58417,3.02532,0.71276,0.23357,0.14034,1.01913,0.92961,3.45746,0.13094,0.28977
0.3173,0.36871,0.09038,0.09343,0.17716,0.05901,0.08441,3.46615,0.27603,0.07276,0.73034,0.24531,3.56485,0.95017,3.38095,0.05138,0.38039,3.31033,0.33445,0.06131,0.56831,0.11763,3.68054,2.97014,1.011,0.27137,0.24129,1.99047,0.94084,3.27998,0.15515,0.22337
0.35585,0.35328,0.07484,0.08183,0.17947,0.1067,0.07114,3.59882,0.25633,0.03901,0.63721,0.22505,3.78762,0.38393,3.39973,0.04488,0.30886,3.38336,0.23001,0.06126,0.51663,0.06938,3.76666,2.58984,0.81615,0.24138,0.19248,1.86231,0.89203,3.3828,0.12236,0.20028
0.27578,0.28715,0.11183,0.09975,0.21026,0.07979,0.09481,3.28846,0.15846,0.06917,0.46889,0.30283,3.69281,0.30862,3.06658,0.03387,0.20663,2.78183,0.34146,0.07159,0.46651,0.12955,3.20045,2.45854,0.75193,0.26856,0.22482,1.38775,1.05715,2.69739,0.16491,0.1616
0.40681,0.17622,0.08191,0.09485,0.16873,0.0734,0.04622,2.59488,0.19294,0.04395,0.4311,0.25183,3.72101,0.26257,2.74981,0.04218,0.19633,2.71614,0.25065,0.06597,0.33743,0.06199,3.32969,1.95423,0.53948,0.26509,0.15218,0.63162,0.97768,2.63599,0.16215,0.16873
0.6541,0.09801,1.621,1.61795,0.28467,0.07522,0.02811,0.3273,0.12434,0.46544,0.6756,0.36488,4.97815,0.08446,1.2777,0.08134,0.17227,2.5962,0.25513,0.05674,0.19102,0.12501,3.2032,1.4427,0.24985,0.26767,0.17509,0.01616,0.85933,3.0761,0.23582,0.21712
0.80935,0.16961,1.95349,2.04696,0.34903,0.10714,0.07057,0.21045,0.25162,0.70623,0.92213,0.50075,5.30166,0.18335,0.90618,0.05429,0.11891,2.55409,0.25483,0.03889,0.29921,0.11411,3.45927,1.24348,0.19689,0.3135,0.26593,0.03177,0.97486,3.19219,0.24857,0.34293
0.89466,0.18132,2.10014,2.39948,0.29601,0.07932,0.08429,0.21595,0.22588,1.18018,1.01419,0.5835,5.44119,0.15652,0.93822,0.03804,0.14276,2.25724,0.22003,0.01854,0.22112,0.08118,3.28598,1.03605,0.13736,0.20751,0.11304,0.00931,0.84768,2.97562,0.19793,0.18116
0.79942,0.18287,2.12647,2.15089,0.3005,0.08421,0.08853,0.29085,0.2401,1.73988,0.68325,0.47808,5.40546,0.12883,1.04779,0.04584,0.06393,2.07713,0.24329,0.03823,0.2425,0.09863,3.28003,0.70438,0.11653,0.20225,0.15736,0.02596,0.98016,3.00289,0.22001,0.22575
0.85521,0.17312,2.18886,1.86439,0.29809,0.1074,0.09744,0.3915,0.27225,2.42602,0.60856,0.50171,5.42727,0.16895,1.21849,0.04796,0.1098,2.11257,0.30884,0.04335,0.29617,0.10546,3.53072,0.732,0.10867,0.22585,0.24835,0.03327,1.33584,3.15505,0.18452,0.22253
1.08369,0.30515,2.39347,1.87606,0.44382,0.13641,0.14785,0.5221,0.264,2.94525,0.64373,0.6085,5.63882,0.14828,1.41873,0.04669,0.09913,2.35372,0.31111,0.03907,0.31464,0.10759,3.97237,0.74312,0.14212,0.31031,0.26017,0.0251,1.48973,3.2483,0.2477,0.27559
1.35805,0.30461,2.43928,1.62606,0.44546,0.16979,0.16908,0.65477,0.28633,3.75185,0.48734,0.64217,5.74945,0.10716,1.44785,0.0515,0.10305,2.20422,0.34076,0.0558,0.30697,0.11478,4.05496,0.70381,0.14424,0.28757,0.26062,0.0398,1.5976,3.34654,0.25201,0.267
0.34526,0.04066,0.07023,0.12623,2.61055,0.11416,0.02464,0.12395,0.05068,0,0.47993,0.25078,4.75041,0.36978,3.02651,0.0901,0.38074,1.35319,1.22255,0.06283,0.12667,0.07301,2.23575,1.01195,0.13496,0.13464,0.08079,0.02965,0.43858,0.66149,1.24044,0.14709
0.37305,0.06675,0.0187,0.06115,2.21687,0.0672,0.05076,0.05997,0.3573,0.03015,0.31495,0.24242,4.75307,0.28911,2.223,0.13382,0.55621,1.86076,1.68551,0.01523,0.21459,0.1261,3.3551,1.56375,0.42687,0.15566,0.30148,0.04307,0.51701,0.69854,1.37003,0.19083
0.36097,0.11236,0.09446,0.09993,1.73426,0.2375,0.01806,0.07796,0.20215,0.02982,0.58217,0.79086,5.25097,0.27066,2.50721,0.07799,0.20723,2.15538,1.82868,0.15496,0.17392,0.70671,4.23531,2.03283,0.37456,0.23936,0.44609,0,0.86615,0.8494,1.50152,0.37135
0.35127,0.06919,0.07088,0.09479,1.81761,0.18514,0.06589,0.10514,0.25542,0.02778,0.37431,0.41856,4.91785,0.1768,2.03862,0.19615,0.38966,1.91779,1.85779,0.11702,0.27674,0.21106,4.07668,1.71112,0.58213,0.27511,0.38488,0.02066,0.79758,1.08916,1.60684,0.42696
0.26825,0.05735,0.07055,0.06572,1.58921,0.14808,0.0368,0.10012,0.12721,0.04059,0.30686,0.37071,4.5627,0.12452,1.84843,0.24593,0.46097,1.77083,2.05672,0.05326,0.34409,0.12172,3.85334,1.21045,0.8604,0.23259,0.41846,0.0256,0.95774,1.64049,1.6108,0.41494
0.28513,0.06704,0.06424,0.08607,1.08079,0.13364,0.0407,0.10962,0.11418,0.04215,0.34416,0.29871,4.4112,0.20286,1.62689,0.17639,0.48893,1.95672,1.8973,0.03887,0.28063,0.10616,3.69297,1.46053,0.69099,0.24501,0.31857,0.02942,0.95655,1.86886,1.64685,0.28899
0.24521,0.10669,0.04684,0.04661,1.30537,0.10792,0.06384,0.15937,0.12184,0.02147,0.85579,0.37571,4.65962,0.82973,2.25161,0.14939,0.54698,2.16493,1.59988,0.05251,0.27134,0.12721,3.96885,2.20926,0.7343,0.23401,0.38867,0.04226,0.79128,1.14535,1.66177,0.30458
0.30384,0.04969,0.0409,0.04432,1.37363,0.10651,0.048,0.22602,0.21487,0.03951,1.68457,0.35935,4.56264,2.04646,2.63128,0.09233,1.08594,3.19244,1.12085,0.02776,0.17814,0.10339,3.80398,3.2164,0.63464,0.20655,0.30183,0.03327,0.68818,0.87578,1.0654,0.24635
0.27614,0.06365,0.05714,0.04331,0.46864,0.07375,0.04023,0.58198,0.31895,0.04156,3.25966,0.36686,4.05288,2.76118,2.56595,0.06059,0.75921,3.93043,0.35292,0.04809,0.25436,0.17705,2.98208,4.02597,0.65581,0.22438,0.24356,0.17766,1.01308,0.5221,0.13938,0.19198
0.70332,0.16657,0.11395,0.14911,0.30021,0.30974,0.03007,0.36005,0.37443,0.07522,2.05923,0.59065,4.63436,4.18457,1.86224,0.14327,0.21095,3.40454,0.23535,0.06941,0.26928,0.15106,4.19562,3.14021,0.83305,0.1758,0.37806,0.02465,1.54284,2.47916,0.13709,0.32683
0.80399,0.07554,0.04854,0.06799,0.11197,0.26899,0.04718,0.61583,0.28795,0.05613,1.9023,0.41597,4.4391,4.65453,1.83769,0.01575,0.15249,3.80793,0.13676,0.0806,0.12677,0.0762,4.1147,2.90685,0.32184,0.10982,0.12368,0,1.0296,3.28012,0.06943,0.14327
0.51035,0.22923,0.05616,0.18554,0.33232,0.09922,0.08265,1.67274,0.13089,0,0.90592,0.25589,2.93965,4.17187,1.94752,0,0.10345,2.91713,0.09755,0.09292,0.24791,0.04709,3.15107,3.32961,0.32489,0.0909,0.09315,0.09008,1.15422,3.04358,0.07944,0.10473
0.33367,0.24727,0.07206,0.12032,0.13585,0.04988,0.06255,3.00755,0.27321,0.01626,0.75483,0.27245,3.73161,1.38582,3.13931,0.00501,0.21459,3.16401,0.3131,0.02793,0.50573,0.0691,3.36306,2.91986,0.62064,0.29957,0.2548,0.77677,0.97717,2.05912,0.14316,0.15142
0.32815,0.36029,0.08554,0.09063,0.20038,0.10564,0.09624,3.45031,0.2513,0.06255,0.70596,0.23537,3.90243,0.81014,3.43355,0.02831,0.29617,3.39563,0.25126,0.06134,0.42937,0.07661,3.63283,2.50011,1.01958,0.30465,0.19,1.39069,0.80047,2.02392,0.12674,0.1875
0.19049,0.37471,0.09218,0.09317,0.2417,0.08771,0.12407,3.79797,0.19591,0.06156,0.64663,0.25197,4.17939,0.44973,3.37193,0.03493,0.26923,3.24561,0.20807,0.05559,0.51498,0.11817,3.69276,1.6322,0.94926,0.20978,0.17689,1.33684,0.76945,2.44589,0.10718,0.15237
0.28589,0.32634,0.08479,0.09076,0.12692,0.08922,0.09723,3.66798,0.19938,0.05471,0.75268,0.24657,4.13489,0.49214,3.45564,0.00861,0.36745,3.49658,0.15281,0.02551,0.35803,0.0876,3.97191,1.49308,0.71148,0.19284,0.0981,1.22725,0.65321,3.45604,0.09476,0.14429
0.33803,0.1342,0.13506,0.10986,0.16555,0.00842,0.06769,2.63914,0.13667,0.12278,0.76476,0.30247,4.06837,0.25319,2.88997,0.0595,0.29668,2.85748,0.42309,0.11734,0.28783,0.13086,3.90584,1.49223,0.50053,0.30106,0.18401,0.54187,1.00927,3.15159,0.16315,0.17191
0.90646,0.15011,1.66767,1.40115,0.26565,0.06373,0.03966,0.32915,0.19214,0.60291,0.68553,0.48203,5.25253,0.18421,1.46656,0.06664,0.22068,2.80559,0.27049,0.07756,0.29846,0.11635,3.63557,1.19536,0.24187,0.23673,0.24344,0.01846,0.99733,3.6972,0.30442,0.3081
1.01509,0.121,1.92396,2.08272,0.2752,0.05949,0.0555,0.145,0.17106,0.52548,0.91995,0.48994,5.41465,0.17304,0.93478,0.03896,0.10527,2.50908,0.18693,0.03147,0.1446,0.08319,3.48579,0.79605,0.12524,0.18715,0.10125,0.01338,0.68532,3.36567,0.15915,0.18021
1.06665,0.15865,2.2782,2.46267,0.2958,0.09044,0.05019,0.20475,0.18337,0.80657,0.78787,0.56618,5.48631,0.13025,1.02634,0.02296,0.09786,2.10379,0.19012,0.04115,0.17774,0.06733,3.40851,0.59262,0.12848,0.20809,0.14057,0.00381,0.78718,3.04744,0.16948,0.18421
1.09932,0.19573,2.28911,2.14806,0.36173,0.10967,0.10747,0.27844,0.23263,1.48483,0.60291,0.62348,5.5743,0.12438,1.23474,0.03806,0.12993,2.30913,0.26378,0.0377,0.23804,0.11735,3.86933,0.68246,0.1322,0.26689,0.19522,0.0324,1.16335,3.13456,0.19902,0.22824
1.06429,0.2093,2.20222,1.58773,0.3745,0.13418,0.12505,0.40656,0.28439,2.19478,0.5608,0.6214,5.5617,0.14827,1.53082,0.06614,0.11897,2.34185,0.30916,0.06101,0.34152,0.13442,4.04521,0.74367,0.16477,0.29817,0.26123,0.0421,1.53171,3.17051,0.23149,0.29521
1.10004,0.25858,2.26633,1.28058,0.37319,0.10606,0.12501,0.45744,0.29298,2.84229,0.62502,0.6702,5.5976,0.13125,1.47476,0.06064,0.11357,2.27251,0.28692,0.05858,0.31383,0.14584,4.18247,0.77844,0.19001,0.31277,0.2794,0.03468,1.54644,3.04422,0.23679,0.25079
1.48178,0.3528,2.41196,1.45942,0.43904,0.20944,0.1728,0.5872,0.33235,3.56024,0.57052,0.70901,5.76703,0.11099,1.46515,0.04705,0.11194,1.93919,0.26739,0.04134,0.34021,0.13444,4.24744,0.73675,0.13502,0.27099,0.23277,0.03348,1.6376,2.81094,0.2289,0.21528
0.78514,0.1446,0.11541,0.1051,0.70077,0.11372,0.45099,0.1633,0.20187,0.08793,0.32193,0.68258,5.8123,0.10386,1.71391,0.03118,0.06601,2.99391,0.41571,2.3475,0.21487,2.6421,2.27431,2.60291,0.15095,0.24741,0.18236,0.02624,0.73069,0.13461,0.13996,0.12813
0.91253,0.15727,0.09457,0.06403,0.75534,0.05612,0.4655,0.13944,0.21429,0.07679,0.36372,0.69049,5.87632,0.11789,1.78791,0.04509,0.06539,3.04347,0.43944,2.3329,0.24555,1.41345,2.62654,2.66142,0.17958,0.21789,0.1985,0.0183,0.7682,0.13744,0.12735,0.16933
0.81294,0.13726,0.10433,0.10533,0.84498,0.06767,0.42039,0.15782,0.27068,0.05844,0.36838,0.68118,5.73963,0.09067,1.80672,0.04268,0.07657,2.90919,0.47229,2.20361,0.28301,0.66765,2.68327,2.44932,0.22715,0.25814,0.30335,0.03731,0.77006,0.15338,0.16368,0.19408
1.19978,0.26916,0.17068,0.31548,0.70222,0.08464,0.01465,0.42142,0.22116,0.41588,0.03844,0.72625,5.55649,0.16208,1.98568,0,0,2.99746,1.09877,1.10497,0.3766,0.67711,3.5972,1.66175,0.09663,0.40024,0.38627,0,1.10562,0.56108,0.62516,0.0673
0.55377,0.07013,0.06603,0.07463,1.14216,0.118,0.08163,0.10276,0.13123,0.04578,0.34385,0.44092,4.87548,0.14792,1.83728,0.14527,0.33832,2.05895,1.45924,0.67964,0.25822,0.21885,3.47249,1.34989,0.5337,0.21393,0.29015,0.02307,0.81783,1.18685,1.17088,0.2584
0.37897,0.06528,0.08899,0.07657,1.07559,0.10107,0.03229,0.08257,0.06729,0.0682,0.33698,0.30549,4.4123,0.17852,1.74835,0.12085,0.30168,1.60338,1.74667,0.08302,0.30129,0.0979,3.1944,1.08972,0.45154,0.17913,0.26728,0.02002,0.71716,1.10038,1.25681,0.17074
1.01985,0.14942,0.03942,0.03381,0.55997,0,0.08503,0.74692,0.15046,0.12149,1.26638,0.45047,4.97126,0.99066,2.45793,0.11881,0.60053,1.99119,1.3913,0,0.01682,0.20087,3.9324,1.39061,0.49084,0.1627,0.26734,0.01056,0.87723,1.02427,1.09295,0.0186
0.32477,0.06769,0.05675,0.07129,1.49756,0.08193,0.04885,0.19865,0.17005,0.06663,0.91705,0.39598,4.50059,3.30143,2.5879,0.02365,0.42498,3.41137,0.5691,0.07325,0.34855,0.13379,3.79956,3.21674,0.98754,0.23517,0.49461,0.00652,0.75325,0.31758,0.20316,0.35002
0.35847,0.07074,0.05089,0.05495,1.14917,0.08915,0.04176,0.33356,0.4166,0.07644,2.68379,0.48155,4.53758,3.83119,2.71785,0.04418,0.4218,3.949,0.32379,0.02705,0.22678,0.12646,3.69594,4.01841,0.64166,0.17022,0.36099,0.02501,0.84157,0.30547,0.14776,0.29659
0.24402,0.08091,0.14779,0.02535,0.76762,0.11467,0.07181,0.22448,0.14687,0.08647,1.92648,0.44664,4.3199,4.41316,2.4397,0.09849,0.32951,3.64271,0.38046,0.01774,0.28595,0.11305,4.11409,3.20767,0.41003,0.39983,0.08232,0.00548,0.96223,1.14757,0.0931,0.21004
0.67605,0.12453,0.08841,0.09271,0.16407,0.31984,0.06096,0.36686,0.30125,0.0523,1.314,0.39226,4.36979,4.36596,1.46552,0.0275,0.11282,3.20604,0.2068,0.10436,0.22527,0.09984,3.72954,2.44791,0.29003,0.16386,0.26483,0.00776,1.37931,2.70076,0.10028,0.17674
0.56242,0.05187,0.06192,0.13287,0.08891,0.169,0.03073,0.8147,0.2381,0.05837,0.83727,0.41679,3.9721,3.95849,1.59867,0.04833,0.14601,3.16767,0.2575,0.09573,0.28316,0.10374,3.49599,2.46285,0.42954,0.24453,0.2256,0.04373,1.21039,3.15663,0.15088,0.22402
0.27264,0.11605,0.04693,0.08189,0.1397,0.04674,0.06031,2.59746,0.12346,0.01445,0.55801,0.21977,3.55347,1.23792,2.97985,0.05694,0.1744,2.87592,0.36701,0.06271,0.31584,0.12324,2.95525,2.70536,0.63454,0.29365,0.229,0.59081,0.90975,1.3917,0.10849,0.26551
0.29292,0.32737,0.09307,0.07444,0.15677,0.10699,0.09755,3.51345,0.17047,0.07227,0.53543,0.27788,4.03656,0.43606,3.25616,0.02401,0.13954,2.84634,0.24697,0.05048,0.4744,0.11388,3.43138,1.52938,0.56675,0.2519,0.18361,1.08612,0.8586,1.4857,0.12457,0.14589
0.24342,0.22583,0.06378,0.07948,0.14407,0.09326,0.09178,3.23758,0.14022,0.07707,0.77425,0.29163,4.27827,0.89119,3.37073,0.02923,0.10003,3.39161,0.13445,0.02755,0.32572,0.08698,4.00333,0.87882,0.45413,0.17162,0.2433,0.66948,0.66987,2.51057,0.12296,0.21742
0.38509,0.37053,0.13649,0.6919,0.08434,0.07543,0.01158,3.1583,0.20222,0.05082,0.96247,0.46121,4.03413,1.51333,3.39942,0.01248,0.40675,3.85142,0.10568,0.07377,0.26801,0.1129,4.13762,1.19065,0.47438,0.20769,0.13835,0.51358,0.86743,3.94118,0.00758,0.221
0.61884,0.22995,0.74407,0.5088,0.19146,0.08942,0.07842,2.10347,0.18559,0.29393,0.81911,0.37546,4.67558,0.55299,2.64144,0.02671,0.27721,3.23621,0.20402,0.04186,0.29957,0.09959,3.91632,1.25438,0.48118,0.20205,0.1409,0.64681,0.80921,3.63058,0.16094,0.19627
0.98084,0.13175,1.64925,0.94115,0.3323,0.01845,0.07648,0.21947,0.14815,0.65009,0.86071,0.62188,5.39627,0.31572,1.5335,0.0137,0.10089,2.91636,0.21981,0.03658,0.24221,0.10369,3.80924,0.75578,0.1597,0.21392,0.12,0.01741,0.90465,3.88247,0.20806,0.1613
1.26344,0.13517,2.06858,1.62015,0.28359,0.07698,0.04814,0.15549,0.13319,0.53061,0.78566,0.52168,5.55555,0.12978,1.29578,0.04967,0.11554,2.55521,0.15937,0.01124,0.12124,0.06659,3.82179,0.56483,0.10549,0.17491,0.10734,0.00789,0.68459,3.54085,0.12563,0.16759
1.5528,0.15233,2.35066,2.20821,0.27077,0.04611,0.04675,0.18459,0.21981,0.61023,0.72214,0.60673,5.69109,0.11474,1.232,0.01656,0.08365,2.18794,0.15241,0.01222,0.11795,0.06965,3.93259,0.5244,0.09263,0.18908,0.11367,0.0058,0.79146,3.10678,0.12277,0.13161
1.29776,0.24574,2.502,2.07595,0.48789,0.15001,0.09703,0.35016,0.34027,1.29416,0.60666,0.81811,5.69257,0.1346,1.56172,0.04363,0.13038,2.5653,0.27469,0.05216,0.23734,0.13139,4.41048,0.66508,0.14968,0.28007,0.17484,0.02972,1.26967,3.16615,0.21779,0.22868
1.39573,0.2595,2.37388,1.5072,0.44327,0.16987,0.15511,0.38035,0.33784,2.05,0.58891,0.72874,5.70987,0.157,1.63941,0.05668,0.12212,2.37193,0.304,0.04834,0.30522,0.13636,4.48782,0.70679,0.14159,0.26311,0.24667,0.02539,1.44903,3.04213,0.22439,0.25359
1.21327,0.27402,2.229,1.2562,0.4251,0.11958,0.13131,0.42267,0.2606,2.62922,0.59742,0.57464,5.61369,0.09596,1.54345,0.05532,0.09458,2.10392,0.33934,0.05272,0.30852,0.14593,4.26191,0.84934,0.17263,0.24998,0.25127,0.04515,1.61751,2.46688,0.27632,0.25427
1.34689,0.24283,2.29007,1.32849,0.33513,0.13403,0.13898,0.55988,0.2932,3.34617,0.66587,0.56799,5.67925,0.10206,1.27705,0.0319,0.09233,1.7496,0.22206,0.035,0.28156,0.11092,4.09084,0.74274,0.13105,0.23743,0.20344,0.0351,1.53863,2.27152,0.20461,0.19451
0.84328,0.16639,0.11463,0.11285,0.679,0.1081,0.5645,0.1884,0.25205,0.09876,0.32085,0.82277,5.84147,0.12517,1.66115,0.0343,0.05425,3.12481,0.34018,3.33275,0.24908,3.48631,2.09704,3.07583,0.15197,0.20619,0.17219,0.01584,0.74044,0.11725,0.11449,0.11315
0.96318,0.09754,0.08557,0.08088,0.61608,0.07363,0.31168,0.13467,0.19071,0.06158,0.3333,0.66952,5.78652,0.07227,1.49099,0.01935,0.06717,3.33296,0.25122,3.15701,0.18186,1.09707,1.92704,3.27583,0.14164,0.16402,0.09083,0,0.57141,0.08357,0.06669,0.0542
1.07284,0.0725,0.06191,0.07394,0.61064,0.05281,0.28091,0.09837,0.14583,0.06344,0.29995,0.69734,5.76474,0.09751,1.67349,0.03385,0.06181,2.95433,0.28383,3.08742,0.12225,0.57616,2.02964,2.63156,0.15021,0.18969,0.07723,0,0.53425,0.09179,0.07377,0.06414
1.32507,0.08938,0.05476,0.06034,0.74267,0.07532,0.21174,0.08012,0.14254,0.06068,0.39397,0.78645,5.96984,0.08605,2.14088,0.02631,0.07206,2.894,0.25837,2.55385,0.10927,0.54688,2.77876,1.28894,0.1079,0.1644,0.11207,0.01015,0.5912,0.1129,0.07161,0.06248
1.40942,0.0744,0.07232,0.03486,0.63198,0.02386,0.1324,0.08091,0.10809,0.03542,0.4622,0.80154,5.95786,0.03978,2.18709,0.03087,0.02461,2.48516,0.21101,2.09844,0.20462,0.38056,3.19376,0.72931,0.13989,0.09453,0.1418,0,0.50066,0.12212,0.0635,0.05255
0.80136,0.0708,0.03953,0.05458,0.45627,0.03295,0.1646,0.15249,0.08011,0.03459,0.20817,0.47704,5.20645,0.06857,1.64531,0.02821,0.08134,1.90856,0.29576,1.94099,0.20328,0.31545,2.45995,1.47631,0.19127,0.14163,0.18311,0.04841,0.66668,0.16264,0.1209,0.11863
0.90636,0.2408,1.11569,0.42005,0.4467,0,0.02464,0.05245,0.26618,0.57587,0.40912,0.52884,3.92576,0.47072,1.77844,0,0.15653,2.55093,0.10347,0.43358,0.23316,0.13389,2.849,1.9281,0.36203,0.23245,0.06951,0.14751,1.05608,0.58699,0.05189,0.1199
0.33131,0.06881,0.13631,0.08794,1.28646,0.0656,0.04236,0.14177,0.11809,0.06186,0.49502,0.41987,4.5119,3.68621,2.3631,0.04151,0.25607,3.26931,0.43587,0.03977,0.24592,0.13902,3.77312,3.03782,0.84198,0.13198,0.39709,0.04806,0.59768,0.19208,0.11906,0.39781
0.28973,0.08494,0.05692,0.07088,1.36849,0.11635,0.04675,0.18104,0.2456,0.05331,1.29389,0.46639,4.64691,4.33325,2.64561,0.02744,0.32636,3.64875,0.33949,0.0433,0.19903,0.08956,3.71072,3.87909,0.79517,0.18304,0.36451,0.03252,0.53396,0.15105,0.10151,0.30658
0.23331,0.19998,0.04661,0,0.46241,0.16621,0.07124,0.26246,0.40081,0.06026,1.73613,0.36658,4.18414,3.99341,2.02479,0,0.0523,3.08363,0.24961,0,0.36839,0.02683,3.78062,3.04464,0.31612,0.23251,0.30814,0.08545,1.19871,0.81966,0.07818,0.22421
0.44833,0.08758,0.10712,0.06565,0.25264,0.22358,0.07313,0.48483,0.28801,0.01946,1.32228,0.34634,4.14809,4.24747,1.35105,0.03917,0.09628,3.09635,0.22373,0.12336,0.33907,0.09854,3.40361,2.57956,0.32177,0.18035,0.16102,0.05187,1.51075,1.75087,0.10755,0.15559
0.41317,0.07474,0.07538,0.08896,0.08496,0.28738,0.02693,0.37221,0.17942,0.04063,0.74163,0.41467,3.93715,3.6808,1.27385,0.04148,0.11336,2.87661,0.23482,0.0736,0.27602,0.14212,3.30485,2.10424,0.51803,0.1949,0.20131,0.0282,1.52501,2.7404,0.14704,0.21399
0.50822,0.07304,0.31672,0.01897,0.30761,0.01851,0.00444,2.25962,0.11108,0,0.83349,0.26348,2.97553,2.01146,1.71131,0.00249,0.2913,1.89318,0.73897,0.03609,0.33664,0.11997,2.77459,2.24098,0.18616,0.32014,0.27082,0.55641,1.38301,2.83537,0.07248,0.24561
0.20003,0.21171,0.06066,0.08593,0.12113,0.0857,0.0598,2.9779,0.11897,0.06665,0.39301,0.18794,3.68943,0.45654,2.84279,0.02682,0.09312,2.22187,0.26471,0.04362,0.37361,0.10245,2.80559,1.1211,0.37037,0.25147,0.16123,0.64118,0.87743,1.1877,0.12693,0.13979
0.40817,0.18063,0,0.19324,0.12385,0.16564,0.07517,2.93239,0.06127,0.09929,0.6058,0.25956,3.84568,1.38862,2.99263,0.00976,0.20985,2.93372,0.29054,0.04038,0.47609,0.06683,3.01279,0.62953,0.42659,0.07596,0.0226,0.29911,0.64397,2.52289,0.00737,0.10539
0.7518,0.1154,0.06786,0.1163,0.13674,0.36756,0.06272,0.77142,0.30351,0.05868,1.3107,0.42672,4.67991,3.38189,2.22085,0.0329,0.10093,3.43649,0.1397,0.06615,0.18862,0.09116,3.92849,0.95165,0.44111,0.15897,0.17233,0.13646,1.10299,3.60378,0.12081,0.20372
1.04335,0.0696,0.06195,0.07942,0.17437,0.46598,0.05736,0.58485,0.23158,0.03427,1.87755,0.48008,5.04748,3.68424,2.78029,0.02086,0.23532,3.68566,0.33855,0,0.13951,0.16115,4.2679,1.26304,0.57624,0.075,0.20185,0.01425,1.03183,4.73236,0.22782,0.33284
1.35254,0.07787,1.82205,0.5277,0.21634,0.12135,0.09085,0.16445,0.139,0.69288,0.94721,0.45858,5.64794,0.55765,1.97308,0.05663,0.13221,3.00224,0.19272,0.0477,0.12264,0.07756,4.23044,0.64632,0.1134,0.17422,0.1417,0.02211,0.949,3.69986,0.13852,0.24083
1.33823,0.1048,1.97662,1.09695,0.3225,0.07194,0.04188,0.15746,0.15615,0.63379,0.6556,0.57846,5.63544,0.11151,1.49678,0.04546,0.11128,2.56752,0.18495,0.01791,0.09704,0.08851,4.22037,0.53291,0.14177,0.1599,0.06923,0,0.89922,3.425,0.12966,0.15419
